id,ref_id,ref_class,date,debit_account_id,credit_account_id,description,amount,currency_id,ref_uuid
146,,,2020-01-07T00:00:00+01:00,112,107,Lizenz CAD,6.08,1,
147,,,2020-01-30T00:00:00+01:00,163,107,GEAK Zertifikatsgebühr,1857.01,1,
148,,,2020-01-30T00:00:00+01:00,112,107,GEAK Zertifikatsgebühr,142.99,1,
151,,,2020-05-03T00:00:00+02:00,209,225,Website,54.33,1,
152,,,2020-05-03T00:00:00+02:00,111,225,Website,0.0,1,
153,,,2020-05-07T00:00:00+02:00,209,225,Website,27.95,1,
154,,,2020-05-07T00:00:00+02:00,111,225,Website,0.0,1,
155,,,2020-05-08T00:00:00+02:00,209,225,Website,64.71,1,
156,,,2020-05-08T00:00:00+02:00,111,225,Website,0.0,1,
157,,,2020-05-14T00:00:00+02:00,209,225,Website,110.87,1,
158,,,2020-05-14T00:00:00+02:00,111,225,Website,0.0,1,
159,,,2020-06-20T00:00:00+02:00,209,225,Website,132.15,1,
160,,,2020-06-20T00:00:00+02:00,111,225,Website,0.0,1,
161,,,2020-05-25T00:00:00+02:00,209,225,Website,443.13,1,
162,,,2020-05-25T00:00:00+02:00,111,225,Website,0.0,1,
163,,,2020-06-21T00:00:00+02:00,209,226,Website,157.5,1,
164,,,2020-06-21T00:00:00+02:00,111,226,Website,0.0,1,
165,,,2020-10-08T00:00:00+02:00,163,107,GEAK Flyer,264.98,1,
166,,,2020-10-08T00:00:00+02:00,112,107,GEAK Flyer,20.4,1,
167,,,2020-03-09T00:00:00+01:00,220,115,Kantons- & Gemeindesteuern,666.6,1,
168,,,2020-06-09T00:00:00+02:00,133,107,Skoda Oktavia,13000.0,1,
169,,,2020-06-09T00:00:00+02:00,111,107,Skoda Oktavia,1001.0,1,
170,,,2020-12-09T00:00:00+01:00,202,107,Büromaterial,686.12,1,
171,,,2020-12-09T00:00:00+01:00,111,107,Büromaterial,52.83,1,
172,,,2020-12-09T00:00:00+01:00,202,107,Büromaterial,50.8,1,
173,,,2020-12-09T00:00:00+01:00,111,107,Büromaterial,0.0,1,
174,,,2020-09-14T00:00:00+02:00,229,226,Poloshirts,37.05,1,
175,,,2020-09-14T00:00:00+02:00,111,226,Poloshirts,2.85,1,
176,,,2020-09-20T00:00:00+02:00,229,226,Poloshirts,111.14,1,
177,,,2020-09-20T00:00:00+02:00,111,226,Poloshirts,8.56,1,
178,,,2020-07-02T00:00:00+02:00,208,226,Typeform,23.9,1,
179,,,2020-07-02T00:00:00+02:00,111,226,Typeform,0.0,1,
180,,,2020-06-30T00:00:00+02:00,163,107,GEAK Gebühr,139.28,1,
181,,,2020-06-30T00:00:00+02:00,112,107,GEAK Gebühr,10.72,1,
182,,,2020-08-31T00:00:00+02:00,163,107,GEAK Gebühr,557.1,1,
183,,,2020-08-31T00:00:00+02:00,112,107,GEAK Gebühr,42.9,1,
184,,,2020-09-30T00:00:00+02:00,163,107,GEAK Gebühr,139.28,1,
185,,,2020-09-30T00:00:00+02:00,112,107,GEAK Gebühr,10.72,1,
186,,,2020-07-31T00:00:00+02:00,163,107,GEAK Gebühr,297.12,1,
187,,,2020-07-31T00:00:00+02:00,112,107,GEAK Gebühr,22.88,1,
188,,,2020-08-17T00:00:00+02:00,208,107,MS365,76.14,1,
189,,,2020-08-17T00:00:00+02:00,111,107,MS365,5.86,1,
190,,,2020-11-27T00:00:00+01:00,202,107,Büromaterial,227.67,1,
191,,,2020-11-27T00:00:00+01:00,111,107,Büromaterial,17.53,1,
192,,,2020-09-08T00:00:00+02:00,208,107,Domain,129.9,1,
193,,,2020-09-08T00:00:00+02:00,111,107,Domain,10.0,1,
194,,,2020-08-03T00:00:00+02:00,224,107,Druckgebühren,99.77,1,
195,,,2020-08-03T00:00:00+02:00,112,107,Druckgebühren,7.68,1,
196,,,2020-11-16T00:00:00+01:00,163,107,Lizenz Enerweb,690.02,1,
197,,,2020-11-16T00:00:00+01:00,112,107,Lizenz Enerweb,53.13,1,
198,,,2020-02-07T00:00:00+01:00,229,225,Visitenkarten,95.82,1,
199,,,2020-02-07T00:00:00+01:00,111,225,Visitenkarten,7.38,1,
200,,,2020-05-07T00:00:00+02:00,134,107,Büromaterial,111.23,1,
201,,,2020-05-07T00:00:00+02:00,134,111,Büromaterial,8.57,1,
202,,,2020-06-04T00:00:00+02:00,132,107,Bildschirm,371.4,1,
203,,,2020-06-04T00:00:00+02:00,111,107,Bildschirm,28.6,1,
204,,,2020-06-04T00:00:00+02:00,134,132,Bildschirm (Privatanteil),163.53,1,
205,,,2020-06-08T00:00:00+02:00,202,107,Büromaterial,259.05,1,
206,,,2020-06-08T00:00:00+02:00,111,107,Büromaterial,19.95,1,
207,,,2020-06-19T00:00:00+02:00,202,107,Büromaterial,49.77,1,
208,,,2020-06-19T00:00:00+02:00,111,107,Büromaterial,3.83,1,
209,,,2019-09-01T00:00:00+02:00,208,134,MS365,25.39,1,
210,,,2019-09-01T00:00:00+02:00,111,134,MS365,1.95,1,
211,,,2019-09-01T00:00:00+02:00,208,225,MS365,25.38,1,
212,,,2019-09-01T00:00:00+02:00,111,225,MS365,1.95,1,
213,,,2019-09-01T00:00:00+02:00,208,226,MS365,25.38,1,
214,,,2019-09-01T00:00:00+02:00,111,226,MS365,1.95,1,
215,,,2020-07-25T00:00:00+02:00,208,107,Webhosting,65.74,1,
216,,,2020-07-25T00:00:00+02:00,111,107,Webhosting,5.06,1,
217,,,2020-02-13T00:00:00+01:00,229,107,Poloshirt,24.14,1,
218,,,2020-02-13T00:00:00+01:00,111,107,Poloshirt,1.86,1,
219,,,2020-03-30T00:00:00+02:00,208,226,Lizenz WIX Premium,279.84,1,
220,,,2020-03-30T00:00:00+02:00,111,226,Lizenz WIX Premium,0.0,1,
221,,,2020-10-02T00:00:00+02:00,208,226,Typeform,23.9,1,
222,,,2020-10-02T00:00:00+02:00,111,226,Typeform,0.0,1,
223,,,2020-09-24T00:00:00+02:00,202,226,Büromaterial,18.11,1,
224,,,2020-09-24T00:00:00+02:00,111,226,Büromaterial,1.39,1,
225,,,2020-08-03T00:00:00+02:00,195,107,Benzin,101.19,1,
226,,,2020-08-03T00:00:00+02:00,111,107,Benzin,7.79,1,
227,,,2020-08-03T00:00:00+02:00,232,107,Tankstelle,3.46,1,
228,,,2020-08-03T00:00:00+02:00,111,107,Tankstelle,0.09,1,
229,,,2020-09-24T00:00:00+02:00,229,226,Logo,46.43,1,
230,,,2020-09-24T00:00:00+02:00,111,226,Logo,3.57,1,
231,,,2020-06-30T00:00:00+02:00,202,107,Büromaterial,70.38,1,
232,,,2020-06-30T00:00:00+02:00,111,107,Büromaterial,5.42,1,
233,,,2020-07-01T00:00:00+02:00,195,107,Benzin,57.89,1,
234,,,2020-07-01T00:00:00+02:00,111,107,Benzin,4.46,1,
235,,,2020-09-01T00:00:00+02:00,224,107,Druckgebühren,139.69,1,
236,,,2020-09-01T00:00:00+02:00,112,107,Druckgebühren,10.76,1,
237,,,2020-09-01T00:00:00+02:00,195,107,Benzin,60.49,1,
238,,,2020-09-01T00:00:00+02:00,111,107,Benzin,4.66,1,
239,,,2020-10-01T00:00:00+02:00,195,107,Benzin,94.01,1,
240,,,2020-10-01T00:00:00+02:00,111,107,Benzin,7.24,1,
241,,,2020-10-16T00:00:00+02:00,230,107,Bildungsfondsbeitrag,230.0,1,
242,,,2020-10-16T00:00:00+02:00,111,107,Bildungsfondsbeitrag,0.0,1,
243,,,2020-06-30T00:00:00+02:00,196,107,Kontrollschilder,314.3,1,
245,,,2020-10-31T00:00:00+01:00,196,107,Verkehrssteuer,276.0,1,
247,,,2020-11-02T00:00:00+01:00,195,107,Benzin,59.05,1,
248,,,2020-11-02T00:00:00+01:00,111,107,Benzin,4.55,1,
249,,,2020-11-23T00:00:00+01:00,196,107,Fahrzeugversicherung,796.9,1,
251,,,2020-11-23T00:00:00+01:00,129,196,Fahrzeugversicherung,796.9,1,
252,,,2020-10-31T00:00:00+01:00,129,196,Verkehrssteuer,276.0,1,
253,,,2020-11-26T00:00:00+01:00,181,107,SUVA,593.3,1,
255,,,2020-11-26T00:00:00+01:00,129,181,SUVA,593.3,1,
256,,,2020-11-28T00:00:00+01:00,199,107,Geschäftsversicherung,369.1,1,
257,,,2020-11-28T00:00:00+01:00,129,199,Geschäftsversicherung,299.6,1,
258,,,2020-12-01T00:00:00+01:00,224,107,Druckgebühren,62.95,1,
259,,,2020-12-01T00:00:00+01:00,112,107,Druckgebühren,4.85,1,
260,,,2020-12-01T00:00:00+01:00,195,107,Benzin,121.96,1,
261,,,2020-12-01T00:00:00+01:00,111,107,Benzin,9.39,1,
262,,,2020-12-07T00:00:00+01:00,224,107,Lizenz CAD,3600.0,1,
263,,,2020-12-07T00:00:00+01:00,112,107,Lizenz CAD,277.2,1,
264,,,2020-12-07T00:00:00+01:00,129,224,Lizenz CAD,3877.2,1,
265,,,2020-12-31T00:00:00+01:00,195,142,Benzin,118.8,1,
269,,,2020-06-26T00:00:00+02:00,196,107,Fahrzeugversicherung,401.6,1,
270,,,2020-08-03T00:00:00+02:00,195,107,Benzin,101.21,1,
271,,,2020-08-03T00:00:00+02:00,111,107,Benzin,7.79,1,
272,,,2020-08-03T00:00:00+02:00,232,107,Tankstelle,3.46,1,
273,,,2020-08-03T00:00:00+02:00,111,107,Tankstelle,0.09,1,
274,,,2021-01-03T00:00:00+01:00,142,107,Benzin,110.31,1,
275,,,2021-01-03T00:00:00+01:00,111,107,Benzin,8.49,1,
276,,,2020-11-20T00:00:00+01:00,211,107,Weihnachtsgeschenke,194.38,1,
277,,,2020-11-20T00:00:00+01:00,111,107,Weihnachtsgeschenke,14.97,1,
278,,,2020-08-02T00:00:00+02:00,208,226,Typeform,23.9,1,
279,,,2020-08-02T00:00:00+02:00,111,226,Typeform,0.0,1,
280,,,2020-09-02T00:00:00+02:00,208,226,Typeform,23.9,1,
281,,,2020-09-02T00:00:00+02:00,111,226,Typeform,0.0,1,
282,,,2020-11-02T00:00:00+01:00,208,226,Typeform,23.9,1,
283,,,2020-11-02T00:00:00+01:00,111,226,Typeform,0.0,1,
284,,,2020-11-22T00:00:00+01:00,231,227,Einzahlung Revolut,100.0,1,
285,,,2020-12-14T00:00:00+01:00,231,227,Einzahlung Revolut,500.0,1,
286,,,2020-12-02T00:00:00+01:00,208,231,Typeform,24.54,1,
287,,,2020-12-02T00:00:00+01:00,111,231,Typeform,0.0,1,
288,,,2020-12-15T00:00:00+01:00,208,231,Typeform,166.8,1,
289,,,2020-12-15T00:00:00+01:00,111,231,Typeform,0.0,1,
290,,,2020-12-15T00:00:00+01:00,208,231,Skype,10.0,1,
291,,,2020-12-15T00:00:00+01:00,111,231,Skype,0.77,1,
292,,,2020-11-14T00:00:00+01:00,187,227,Geschäftsessen,160.0,1,
293,,,2020-09-15T00:00:00+02:00,134,107,Büromaterial Privat,61.28,1,
294,,,2020-09-15T00:00:00+02:00,134,111,Büromaterial Privat,4.72,1,
295,,,2020-09-15T00:00:00+02:00,134,107,Büromaterial Privat,36.21,1,
296,,,2020-09-15T00:00:00+02:00,134,111,Büromaterial Privat,2.79,1,
297,,,2020-10-02T00:00:00+02:00,229,107,Autobeschriftung,70.0,1,
298,,,2020-06-21T00:00:00+02:00,202,134,Breifmarken,12.0,1,
299,,,2020-10-01T00:00:00+02:00,187,135,Geschäftsessen,122.47,1,
300,,,2020-10-01T00:00:00+02:00,111,135,Geschäftsessen,9.43,1,
301,,,2020-10-01T00:00:00+02:00,187,135,Geschäftsessen,8.1,1,
302,,,2020-12-10T00:00:00+01:00,211,135,Weihnachtsgeschenke,88.21,1,
303,,,2020-12-10T00:00:00+01:00,111,135,Weihnachtsgeschenke,6.79,1,
304,,,2020-12-10T00:00:00+01:00,211,135,Weihnachtsgeschenke,137.07,1,
305,,,2020-12-10T00:00:00+01:00,111,135,Weihnachtsgeschenke,3.43,1,
306,,,2020-12-10T00:00:00+01:00,211,135,Weihnachtsgeschenke,9.33,1,
307,,,2020-12-10T00:00:00+01:00,111,135,Weihnachtsgeschenke,0.72,1,
308,,,2020-12-11T00:00:00+01:00,211,135,Weihnachtsgeschenke,16.3,1,
309,,,2020-12-11T00:00:00+01:00,111,135,Weihnachtsgeschenke,1.25,1,
310,,,2020-09-24T00:00:00+02:00,187,135,Geschäftsessen,22.1,1,
311,,,2020-09-24T00:00:00+02:00,111,135,Geschäftsessen,1.7,1,
312,,,2020-10-01T00:00:00+02:00,202,135,Büromaterial,140.0,1,
313,,,2020-04-22T00:00:00+02:00,209,225,Website,17.31,1,
314,,,2020-04-22T00:00:00+02:00,111,225,Website,0.0,1,
315,,,2020-05-08T00:00:00+02:00,209,225,Website,37.97,1,
316,,,2020-05-08T00:00:00+02:00,111,225,Website,0.0,1,
317,,,2020-07-02T00:00:00+02:00,209,225,Website,80.71,1,
318,,,2020-07-02T00:00:00+02:00,111,225,Website,0.0,1,
319,,,2020-09-09T00:00:00+02:00,163,107,Gutachten,675.02,1,
320,,,2020-09-09T00:00:00+02:00,112,107,Gutachten,51.98,1,
321,,,2020-11-30T00:00:00+01:00,208,226,Bildschirm,557.01,1,
322,,,2020-11-30T00:00:00+01:00,111,226,Bildschirm,42.89,1,
323,,,2020-03-05T00:00:00+01:00,113,222,HLK,4300.0,1,
324,,,2020-03-05T00:00:00+01:00,113,105,HLK,331.1,1,
325,,,2020-06-01T00:00:00+02:00,113,222,Energienachweis,550.0,1,
326,,,2020-06-01T00:00:00+02:00,113,105,Energienachweis,42.35,1,
327,,,2020-06-19T00:00:00+02:00,113,150,Förderbeitrag AG,800.0,1,
328,,,2020-06-19T00:00:00+02:00,113,105,Förderbeitrag AG,0.0,1,
329,,,2020-07-14T00:00:00+02:00,113,150,Förderbeitrag AG,800.0,1,
330,,,2020-07-14T00:00:00+02:00,113,105,Förderbeitrag AG,0.0,1,
331,,,2020-07-17T00:00:00+02:00,113,150,Förderbeitrag AG,800.0,1,
332,,,2020-07-17T00:00:00+02:00,113,105,Förderbeitrag AG,0.0,1,
333,,,2020-07-22T00:00:00+02:00,113,222,Energienachweis,550.0,1,
334,,,2020-07-22T00:00:00+02:00,113,105,Energienachweis,42.35,1,
335,,,2020-07-22T00:00:00+02:00,113,152,Montage Drohnennetz,280.0,1,
336,,,2020-07-22T00:00:00+02:00,113,105,Montage Drohnennetz,21.56,1,
337,,,2020-08-03T00:00:00+02:00,113,222,HLK,3650.0,1,
338,,,2020-08-03T00:00:00+02:00,113,105,HLK,281.05,1,
339,,,2020-08-05T00:00:00+02:00,113,150,Förderbeitrag ZH,800.0,1,
340,,,2020-08-05T00:00:00+02:00,113,105,Förderbeitrag ZH,0.0,1,
341,,,2020-08-06T00:00:00+02:00,113,222,HLK,980.0,1,
342,,,2020-08-06T00:00:00+02:00,113,105,HLK,75.46,1,
343,,,2020-08-11T00:00:00+02:00,113,150,Förderbeitrag AG,800.0,1,
344,,,2020-08-11T00:00:00+02:00,113,105,Förderbeitrag AG,0.0,1,
345,,,2020-08-14T00:00:00+02:00,113,150,Förderbeitrag AG,1100.0,1,
346,,,2020-08-14T00:00:00+02:00,113,105,Förderbeitrag AG,0.0,1,
347,,,2020-08-21T00:00:00+02:00,113,150,Förderbeitrag AG,800.0,1,
348,,,2020-08-21T00:00:00+02:00,113,105,Förderbeitrag AG,0.0,1,
349,,,2020-08-31T00:00:00+02:00,113,222,HLK,437.5,1,
350,,,2020-08-31T00:00:00+02:00,113,105,HLK,33.69,1,
351,,,2020-09-06T00:00:00+02:00,113,150,Förderbeitrag Impulsberatung AG,350.0,1,
352,,,2020-09-06T00:00:00+02:00,113,105,Förderbeitrag Impulsberatung AG,0.0,1,
353,,,2020-09-06T00:00:00+02:00,113,150,Förderbeitrag Impulsberatung AG,350.0,1,
354,,,2020-09-06T00:00:00+02:00,113,105,Förderbeitrag Impulsberatung AG,0.0,1,
355,,,2020-09-06T00:00:00+02:00,113,150,Förderbeitrag Impulsberatung AG,350.0,1,
356,,,2020-09-06T00:00:00+02:00,113,105,Förderbeitrag Impulsberatung AG,0.0,1,
357,,,2020-09-03T00:00:00+02:00,113,150,Förderbeitrag Impulsberatung ZH,300.0,1,
358,,,2020-09-03T00:00:00+02:00,113,105,Förderbeitrag Impulsberatung ZH,0.0,1,
359,,,2020-10-11T00:00:00+02:00,113,150,GEAK AG,1790.02,1,
360,,,2020-10-11T00:00:00+02:00,113,105,GEAK AG,137.83,1,
361,,,2020-09-18T00:00:00+02:00,113,150,Förderbeitrag AG,1100.0,1,
362,,,2020-09-18T00:00:00+02:00,113,105,Förderbeitrag AG,0.0,1,
363,,,2020-09-24T00:00:00+02:00,113,222,HLK,157.5,1,
364,,,2020-09-24T00:00:00+02:00,113,105,HLK,12.13,1,
365,,,2020-09-29T00:00:00+02:00,113,222,HLK,525.0,1,
366,,,2020-09-29T00:00:00+02:00,113,105,HLK,40.43,1,
367,,,2020-09-27T00:00:00+02:00,113,222,HLK,945.0,1,
368,,,2020-09-27T00:00:00+02:00,113,105,HLK,72.77,1,
369,,,2020-10-11T00:00:00+02:00,113,222,HLK,227.5,1,
370,,,2020-10-11T00:00:00+02:00,113,105,HLK,17.52,1,
371,,,2020-10-11T00:00:00+02:00,113,222,HLK,507.5,1,
372,,,2020-10-11T00:00:00+02:00,113,105,HLK,39.08,1,
373,,,2020-10-21T00:00:00+02:00,113,222,HLK,980.0,1,
374,,,2020-10-21T00:00:00+02:00,113,105,HLK,75.46,1,
375,,,2020-11-02T00:00:00+01:00,113,222,HLK,3099.77,1,
376,,,2020-11-02T00:00:00+01:00,113,105,HLK,238.68,1,
377,,,2020-11-02T00:00:00+01:00,113,222,HLK,1644.99,1,
378,,,2020-11-02T00:00:00+01:00,113,105,HLK,126.66,1,
379,,,2020-11-02T00:00:00+01:00,113,222,HLK,577.48,1,
380,,,2020-11-02T00:00:00+01:00,113,105,HLK,44.47,1,
381,,,2020-11-09T00:00:00+01:00,113,222,HLK,1627.48,1,
382,,,2020-11-09T00:00:00+01:00,113,105,HLK,125.32,1,
383,,,2020-11-09T00:00:00+01:00,113,222,HLK,1575.02,1,
384,,,2020-11-09T00:00:00+01:00,113,105,HLK,121.28,1,
385,,,2020-11-09T00:00:00+01:00,113,222,HLK,157.52,1,
386,,,2020-11-09T00:00:00+01:00,113,105,HLK,12.13,1,
387,,,2020-11-14T00:00:00+01:00,113,222,HLK,742.8,1,
388,,,2020-11-14T00:00:00+01:00,113,105,HLK,57.2,1,
389,,,2020-11-30T00:00:00+01:00,113,222,HLK,787.51,1,
390,,,2020-11-30T00:00:00+01:00,113,105,HLK,60.64,1,
391,,,2020-11-30T00:00:00+01:00,113,222,HLK,157.52,1,
392,,,2020-11-30T00:00:00+01:00,113,105,HLK,12.13,1,
393,,,2020-11-30T00:00:00+01:00,113,222,HLK,1470.01,1,
